CUSTOMERID,CUST_CONSTTYPE_ID,CUST_CATEGORYID,PROFESSION,AGE,SEX,MARITAL_STATUS,QUALIFICATION,NO_OF_DEPENDENT,OCCUPATION,POSITION,GROSS_INCOME,PRE_JOBYEARS,NETTAKEHOMEINCOME,BRANCH_PINCODE
12012428,3,4,,48,M,M,GRAD,0,,,61849.63,,61849.63,500034
12012429,1,4,,48,M,M,GRAD,0,,,71952.72,,71952.73,440010
12012430,6,8,,,,,,0,,,0.00,,0.00,395002
12012431,1,4,,44,M,M,UG,0,,,92029.43,,92029.43,517501
12012432,1,4,,42,M,M,GRAD,0,,,424010.10,,424010.10,411005
12012433,1,5,,31,F,M,GRAD,0,,,27873.06,2,27873.06,395002
12012613,1,4,,51,M,M,UG,0,,,269632.73,,269632.73,506009
12012434,1,4,,42,M,M,UG,0,,,79756.34,,79756.34,560095
12012435,1,4,,24,M,S,UG,0,,,40769.19,,40769.19,360001
12012617,1,4,,53,M,M,GRAD,0,,,805043.42,,805043.41,641002
12012436,1,4,,27,M,M,UG,0,,,38826.51,,38826.51,380015
12012437,1,5,,25,M,M,UG,0,,,52943.20,0,52943.20,530016
12012438,1,4,,36,M,M,GRAD,0,,,235610.24,,235610.24,411005
12012439,1,4,,33,M,M,UG,0,,,47290.82,,47290.82,606601
12012440,1,5,,41,M,M,GRAD,0,,,67235.53,,67235.53,524001
12012618,1,4,,45,M,M,GRAD,1,,,142877.69,,142877.70,380015
12012907,1,4,,46,M,M,GRAD,0,,,163566.18,,163566.18,641002
12012442,1,4,,42,M,M,UG,0,,,57349.50,,57349.50,606601
12012620,1,4,,57,M,M,UG,5,,,195178.09,,195178.09,380015
12012374,1,5,,28,F,M,GRAD,0,,,41015.40,3,41015.40,600053
12012908,1,4,,47,M,M,UG,3,,,154863.17,,154863.17,622001
12012444,1,4,,47,M,M,OTHERS,0,,,81069.97,,81069.97,605005
12012621,1,4,,48,M,M,GRAD,0,,,347065.06,,347065.06,530016
12012375,1,5,,27,M,S,GRAD,0,,,30025.92,3,30025.92,600053
12012445,1,4,,29,M,M,GRAD,0,,,186454.44,,186454.43,400070
12013175,1,4,,35,F,M,GRAD,0,,,176965.24,,176965.24,560095
12012447,1,5,,36,F,M,UG,0,,,39033.69,0,39033.69,395002
12012448,1,4,,53,M,M,UG,0,,,62621.18,,62621.18,411005
12012623,1,4,,29,M,M,UG,0,,,39784.34,,39784.34,395002
12012450,1,5,,44,M,M,UG,0,,,37532.40,19,37532.40,395002
12012624,1,4,,33,M,M,UG,0,,,73459.90,,73459.90,500034
12012625,1,4,,36,F,M,GRAD,0,,,112597.19,,112597.19,380015
12013177,1,4,,56,M,M,UG,0,,,60952.61,,60952.61,600053
12012451,1,5,,40,M,M,UG,3,,,26880.70,,26880.70,602001
12012622,1,4,,45,M,M,UG,3,,,105090.71,,105090.71,620017
12012909,1,5,,47,M,M,GRAD,0,,JROF,121816.64,0,121816.64,506009
12012452,1,5,,42,M,M,UG,3,,,38653.86,21,38653.86,632007
12012626,1,5,,49,F,M,UG,0,,,68182.85,0,68182.85,506009
12012627,1,5,,29,F,M,GRAD,0,,,38248.51,2,38248.51,411005
12012628,1,4,,37,M,M,UG,0,,,64767.82,,64767.82,500034
12012629,1,5,,22,M,S,UG,0,,,39033.69,2,39033.69,395002
12012630,1,4,,30,M,M,GRAD,0,,,199098.97,,199098.97,560095
12012631,1,4,,42,M,M,UG,0,,,146826.73,,146826.73,506009
12013178,1,4,,26,M,M,GRAD,0,,,82335.31,,82335.31,411005
12012454,1,5,,52,M,M,UG,0,,,99222.14,,99222.14,517501
12012355,1,4,,54,F,M,GRAD,0,,,33932.29,,33932.29,600017
12012632,1,5,,39,M,M,GRAD,0,,DM,87283.84,,87283.84,505001
12012910,1,4,,39,M,M,UG,0,,,38283.04,,38283.04,524001
12012633,1,4,,37,M,M,GRAD,0,,,113276.27,,113276.27,533101
12012634,1,4,,59,M,M,UG,4,,,78578.08,,78578.07,380015
12012456,1,4,,43,M,M,UG,4,,,67558.31,,67558.31,602001
12012457,1,4,,49,M,M,UG,0,,,79568.68,,79568.68,524001
12012458,1,5,,46,F,M,GRAD,0,,,273645.69,0,273645.69,500034
12012635,1,5,,38,F,M,POSTGRAD,0,,,65249.32,,65249.32,533101
12012911,1,4,,34,M,M,UG,3,,,69903.34,,69903.34,520003
12012636,1,4,,41,M,M,UG,0,,,234202.14,,234202.14,395002
12013176,1,4,,59,M,M,UG,4,,,48041.47,,48041.47,620017
12012459,1,5,,33,F,M,GRAD,0,,,49539.76,,49539.76,524001
12012460,1,4,,28,M,M,UG,2,,,100206.50,,100206.50,520003
12012912,1,4,,52,M,M,UG,0,,,703065.20,,703065.20,400070
12012461,1,4,,51,M,M,GRAD,0,,,91559.63,,91559.63,440010
12012638,1,5,,33,M,M,GRAD,0,,,34529.80,9,34529.80,605005
12012462,1,4,,46,M,M,GRAD,0,,,169518.82,,169518.82,400070
12012463,1,5,,28,F,S,GRAD,0,,,65606.63,10,65606.63,533101
12012464,1,4,,25,M,M,UG,0,,,45038.87,,45038.87,395002
12012913,1,4,,44,M,M,GRAD,0,,,60401.63,,60401.63,517501
12013179,1,4,,45,M,M,UG,4,,,70270.64,,70270.64,520003
12012914,1,4,,55,M,M,UG,0,,,78442.71,,78442.71,631501
12012639,1,4,,55,M,M,GRAD,2,,,177445.66,,177445.66,380015
12012640,1,4,,41,M,M,UG,0,,,57612.23,,57612.23,605005
12012580,1,5,,25,F,S,UG,0,,OTH,34652.91,2,34652.91,600017
12012466,1,4,,32,M,S,GRAD,2,,,65870.97,,65870.98,380015
12012467,1,5,,27,M,M,UG,0,,,22519.44,3,22519.44,360001
12012641,1,4,,57,F,M,GRAD,0,,,387424.39,,387424.39,110001
12013502,1,4,,46,M,M,UG,2,,,0.00,,0.00,622001
12012642,1,5,,30,M,M,POSTGRAD,2,,,19959.73,,19959.73,620017
12012643,1,4,,40,F,M,UG,0,,,37532.40,,37532.40,395002
12012469,1,4,,39,M,M,GRAD,0,,,59382.51,,59382.51,533101
12012470,1,5,,36,M,M,UG,0,,,45038.87,12,45038.87,395002
12012471,1,5,,58,F,M,UG,0,,,56202.51,0,56202.51,391440
12012915,1,4,,31,M,M,UG,0,,,155706.89,,155706.89,631501
12012644,1,4,,49,M,M,UG,0,,,64780.91,,64780.91,500034
12012916,1,4,,31,F,M,UG,0,,,1.50,,1.50,0
12012645,1,4,,43,M,S,UG,0,,,52545.35,,52545.35,637001
12012647,1,4,,35,M,M,OTHERS,0,,,83321.92,,83321.92,627005
12012646,1,4,,52,M,M,UG,0,,,91016.06,,91016.06,600053
12012474,1,5,,32,M,M,POSTGRAD,0,,,33028.51,10,33028.51,395002
12012648,1,5,,28,F,S,GRAD,0,,OTH,72212.33,3,72212.33,380015
12013180,1,5,,44,M,M,UG,0,,,42081.32,0,42081.32,570009
12012650,1,5,,26,M,S,GRAD,0,,,31429.63,,31429.63,641002
12012477,1,5,,34,M,M,UG,0,,,36781.75,2,36781.75,360001
12012651,1,4,,43,M,M,UG,0,,,99788.13,,99788.13,533101
12012652,1,4,,32,M,M,UG,0,,,68308.96,,68308.96,395002
12012653,1,5,,33,M,M,GRAD,0,,,60742.43,8,60742.43,500050
12012481,4,8,,,,,,0,,MD,0.00,,0.00,400070
12012482,1,5,,46,M,M,POSTGRAD,0,,AST,149438.98,0,149438.98,518002
12012654,1,5,,56,M,M,UG,0,,,0.00,,0.00,641002
12012483,1,4,,43,M,M,GRAD,0,,,129853.57,,129853.58,411005
12013181,1,5,,49,M,M,UG,3,,OFF,53611.27,,53611.27,500092
12012655,1,4,,30,M,M,UG,0,,,65224.86,,65224.86,395002
12012917,2,4,,45,M,M,UG,0,,,52603.90,,52603.90,505001
12012918,1,4,,46,F,M,UG,0,,,1.50,,1.50,0
12012485,1,4,,51,M,M,UG,0,,,41389.22,,41389.22,360001
12012486,1,4,,45,M,M,OTHERS,0,,,57612.23,,57612.23,605005
12012487,1,4,,56,M,M,UG,0,,,93080.34,,93080.34,524001
12012488,1,4,,50,M,M,UG,0,,,96485.28,,96485.28,360001
12012656,1,4,,26,M,M,UG,5,,,58400.41,,58400.41,641601
12012919,1,5,,38,M,M,GRAD,0,,,27773.97,,27773.97,0
12012920,1,4,,41,M,M,UG,0,,,39258.89,,39258.89,625010
12012489,1,4,,39,M,M,UG,0,,,34137.09,,34137.09,395002
12012490,1,4,,33,M,M,OTHERS,0,,,41833.61,,41833.61,625010
12012659,1,4,,46,M,M,UG,0,,,75323.01,,0.00,641002
12012491,1,5,,29,F,M,POSTGRAD,0,,,52432.76,3,52432.76,500050
12012660,1,5,,41,M,M,UG,0,,,45038.87,9,45038.87,395002
12012662,1,4,,35,M,M,UG,0,,,121076.50,,121076.50,641601
12012492,1,4,,34,M,M,UG,0,,,52545.35,,52545.35,380015
12012661,1,4,,33,M,S,UG,0,,,98710.20,,98710.20,627005
12012493,1,4,,36,M,M,UG,0,,,38820.51,,38820.51,380015
12012664,1,4,,36,M,S,UG,1,,,180155.50,,180155.50,622001
12012921,1,5,,43,M,M,GRAD,0,,,18015.55,,18015.55,533101
12012495,1,4,,46,M,M,UG,2,,,82795.95,,82795.95,520003
12012665,1,5,,42,M,M,POSTGRAD,2,,,28524.62,,28524.62,500092
12012497,1,4,,50,M,M,UG,0,,,46068.76,,46068.76,632007
12012498,1,4,,56,M,M,GRAD,0,,,100106.28,,100106.28,391440
12012499,1,4,,28,M,M,UG,0,,,39339.96,,39339.96,360001
12012500,1,4,,29,M,M,GRAD,0,,,103723.28,,103723.28,411005
12012619,1,5,,37,M,M,GRAD,0,,,49679.38,5,49679.38,600053
12012501,1,4,,52,M,M,GRAD,0,,,262676.73,,262676.72,400070
12012667,1,4,,29,M,M,UG,0,,,39647.72,,39647.72,360001
12012668,1,4,,40,M,M,MAT,0,,CP1,66057.02,,66057.02,636004
12012669,1,4,,44,M,M,GRAD,0,,,166588.29,,166588.29,411005
12012670,1,4,,52,M,M,GRAD,0,,,97126.33,,97126.33,400070
12012671,1,4,,43,M,M,UG,0,,,53518.84,,53518.84,380015
12012672,1,5,,37,M,M,PRF,0,,,240331.94,3,240331.94,380015
12012649,1,4,,42,M,M,UG,0,,,78217.51,,78217.51,600017
12012673,1,4,,44,M,M,UG,0,,,131031.60,,131031.60,628002
12012923,1,4,,41,F,M,UG,0,,,1.50,,1.50,639001
12012502,1,4,,32,M,M,POSTGRAD,0,,,60521.99,,60521.99,500034
12012674,1,5,,27,M,M,UG,0,,,33779.16,5,33779.16,395002
12012503,1,5,,43,M,M,UG,0,,,36031.10,,36031.10,639001
12012924,1,4,,37,M,M,GRAD,0,,,161438.84,,161438.84,500050
12012504,1,4,,43,M,M,UG,0,,,51719.96,,51719.96,500034
12012676,1,5,,44,F,M,GRAD,0,,,112865.92,0,112865.92,411005
12012925,1,5,,44,M,M,GRAD,0,,,50566.65,9,50566.65,411005
12012926,1,4,,28,M,M,UG,2,,,117851.72,,117851.72,600017
12012677,1,5,,25,M,S,GRAD,0,,OTH,45068.90,3,45068.90,380015
12012506,1,4,,24,M,S,UG,0,,,40769.19,,40769.19,360001
12012678,1,4,,59,M,M,UG,0,,,37832.65,,37832.65,628002
12012679,1,4,,47,M,M,UG,5,,,106414.73,,106414.72,380015
12012680,1,4,,40,M,M,UG,3,,,64475.64,,64475.64,520003
12012682,1,4,,51,M,M,UG,0,,,101337.47,,101337.47,613009
12012507,3,8,,,,,,0,,,0.00,,0.00,302001
12012683,1,4,,56,M,M,UG,0,,,42531.71,,42531.71,380015
12012928,1,4,,27,M,S,UG,0,,,42723.88,,0.00,560095
12012684,1,5,,32,M,M,GRAD,0,,MGR,74654.94,0,74654.94,506009
12012686,1,4,,47,M,M,UG,0,,,75273.47,,75273.47,533101
12012687,1,4,,35,M,M,UG,0,,,455622.00,,455622.01,395002
12012511,1,4,,54,M,M,GRAD,0,,,1695720.74,,1695720.74,500034
12012929,1,5,,32,M,M,GRAD,0,,AST,68999.55,11,68999.55,518002
12012512,1,4,,56,M,M,UG,1,,,82571.27,,82571.27,602001
12012513,1,5,,38,M,M,POSTGRAD,0,,,183612.98,0,183612.98,500034
12012930,1,4,,33,M,M,UG,0,,,125358.20,,125358.20,380015
12012689,1,5,,38,M,M,UG,0,,,37678.02,,37678.02,600017
12012690,1,4,,53,M,M,null,0,,,22519.44,,22519.44,625010
12012514,1,4,,50,M,M,UG,0,,,192479.63,,192479.63,560095
12012931,1,4,,59,M,M,OTHERS,0,,,41285.63,,41285.63,636004
12012932,1,4,,44,M,M,UG,0,,,86250.88,,86250.88,500050
12012516,1,5,,49,F,M,GRAD,0,,,96060.41,,96060.41,641002
12012933,1,5,,35,M,M,UG,0,,,48885.19,0,48885.19,500050
12013182,1,4,,43,M,M,UG,0,,,30776.56,,30776.56,639001
12012517,1,5,,31,M,M,POSTGRAD,0,,OTH,97495.65,2,97495.65,380015
12012695,1,5,,32,M,M,GRAD,0,,,27473.71,0,27473.71,411005
12012934,1,4,,34,M,M,GRAD,0,,,109987.93,0,109987.93,411005
12012523,1,4,,38,M,M,UG,2,,,658510.63,,658510.62,391440
12012700,1,4,,49,F,M,UG,0,,,75345.02,,75345.02,500050
12012701,1,5,,31,M,M,null,0,,,1.50,,1.50,637001
12012702,1,4,,39,M,M,OTHERS,0,,,45220.53,,45220.53,625010
12012703,1,4,,57,M,M,GRAD,0,,,71036.69,,71036.69,400070
12012526,1,4,,57,M,M,GRAD,0,,,78067.38,,78067.38,639001
12012706,1,4,,42,M,M,UG,0,,,48411.41,,48411.41,440010
12012525,1,4,,38,M,M,UG,0,,,161900.49,,161900.49,500050
12012707,1,5,,57,M,M,UG,0,,,164575.05,37,164575.05,506009
12013503,1,5,,58,M,M,GRAD,2,,,1348067.55,,1348067.55,110001
12012935,1,4,,53,M,M,null,0,,,80469.45,,80469.45,637001
12012708,1,4,,45,M,M,UG,0,,,45977.18,,45977.18,628002
12012936,1,4,,54,M,M,OTHERS,0,,,183533.41,,183533.41,625010
12013183,1,4,,52,M,M,UG,0,,,38003.80,,38003.80,625010
12012937,1,4,,34,F,M,GRAD,0,,,1.50,,1.50,625010
12013781,1,5,,55,F,M,GRAD,0,,,368868.38,,368868.38,110001
12012709,1,4,,44,M,M,GRAD,0,,,187661.98,,187661.98,380015
12012938,1,4,,38,M,M,GRAD,0,,,105766.29,,105766.29,524001
12012939,1,5,,50,M,M,GRAD,0,,,83469.04,0,83469.04,500034
12012710,1,4,,38,M,M,GRAD,0,,,55425.71,,55425.71,380015
12013184,1,4,,49,M,M,UG,0,,,37532.40,,37532.40,639001
12012712,1,6,,23,M,S,UG,0,,,45038.87,,45038.87,380015
12012713,1,4,,41,F,M,UG,0,,,1.50,,1.50,639001
12013186,1,5,,52,M,M,GRAD,0,,OFF,97384.55,0,97384.55,530016
12012711,1,4,,53,F,M,GRAD,0,,,178808.08,,178808.08,395002
12013185,1,4,,42,M,M,UG,0,,,60188.45,,60188.45,635109
12012940,1,4,,43,F,M,GRAD,1,,,295152.62,,295152.63,110001
12012941,1,4,,46,M,M,UG,0,,,93976.61,,93976.61,605005
12012714,1,4,,41,M,M,UG,3,,,349636.78,,349636.78,641601
12013188,1,4,,53,M,M,UG,2,,,96983.71,,96983.71,622001
12013187,1,5,,53,M,M,UG,0,,,95330.78,0,95330.78,530016
12012716,1,4,,42,M,M,UG,0,,,66057.02,,66057.02,637001
12013504,1,5,,48,M,M,UG,4,,,46678.29,,46678.29,621212
12012942,1,5,,58,M,M,null,0,,,74629.41,,74629.41,637001
12012719,1,4,,39,M,M,UG,3,,,81033.94,,81033.94,520003
12012718,1,4,,47,M,M,UG,0,,,60789.34,,60789.34,411005
12012720,1,5,,34,M,M,UG,0,,,36031.10,3,36031.10,360001
12012721,1,4,,42,M,M,UG,0,,,52291.38,,52291.38,500034
12012722,1,4,,34,M,M,UG,0,,,105291.82,,105291.82,500050
12012943,1,4,,44,M,M,UG,0,,,91579.04,,91579.04,530016
12012723,1,4,,48,M,M,UG,0,,,210310.90,,210310.90,520003
12013505,1,4,,36,M,M,UG,0,,,89035.85,,89035.85,635109
12012945,1,4,,39,M,M,UG,0,,,219385.11,,219385.11,500034
12012944,1,4,,46,M,M,UG,3,,,52045.42,,52045.42,520003
12012724,1,4,,56,M,M,GRAD,0,,,7108357.87,,7108357.87,600017
12012946,1,4,,37,M,M,UG,6,,,48641.98,,48641.98,632007
12013506,1,4,,59,M,M,GRAD,3,,,259480.21,,259480.21,391440
12012725,1,5,,44,M,M,UG,0,,,93643.33,0,93643.33,606601
12012947,1,4,,46,M,M,UG,0,,,38092.83,,38092.83,635109
12013190,1,4,,63,M,M,UG,1,,,1.50,,1.50,632007
12012726,1,4,,37,M,M,UG,2,,,34650.91,,34650.91,380015
12013189,1,4,,59,F,M,POSTGRAD,0,,,72773.81,,72773.81,530016
12012727,1,4,,43,M,M,UG,0,,,34684.44,,34684.44,500034
12012949,1,5,,41,M,M,GRAD,0,,OTH,92054.95,13,92054.95,380015
12012728,1,4,,63,M,M,UG,5,,,129355.52,,129355.52,380015
12013191,1,4,,38,M,M,UG,0,,,62509.45,,62509.45,500050
12012729,1,4,,70,M,M,GRAD,0,,,463482.67,,463482.67,411005
12013192,1,5,,28,M,S,GRAD,0,,,38577.30,2,38577.30,606601
12012731,1,4,,26,M,M,UG,0,,,63054.42,,63054.42,639001
12012951,1,4,,41,M,M,UG,0,,,59301.18,,59301.18,600053
12012732,1,5,,38,M,M,UG,0,,MGR,33028.51,3,33028.51,380015
12012730,1,4,,31,M,M,UG,0,,,39592.05,,39592.05,533101
12012733,1,5,,54,M,M,UG,0,,,28524.62,14,28524.62,360001
12012952,1,5,,31,M,S,GRAD,0,,,56537.30,3,56537.30,400070
12012735,1,5,,46,M,M,UG,0,,,65436.98,0,65436.98,411005
12012734,1,4,,25,M,S,GRAD,0,,,79068.75,,79068.75,380015
12012736,1,4,,48,M,M,GRAD,0,,,87060.77,,87060.77,411005
12012953,1,4,,37,M,M,UG,0,,,144124.40,,144124.40,530016
12012738,1,5,,57,M,M,UG,0,,,117212.17,,117212.17,560095
12012739,1,4,,35,M,M,UG,3,,,43620.15,,43620.15,520003
12012740,1,4,,44,M,M,UG,0,,,362420.31,,362420.31,560095
12012955,1,4,,58,M,M,GRAD,0,,,169902.28,,169902.27,400070
12012741,1,5,,36,M,S,UG,0,,,113964.87,5,113964.87,500034
12012742,1,4,,43,M,M,UG,0,,,58648.12,,58648.12,360001
12012956,1,4,,35,M,M,UG,0,,,101337.47,,101337.47,560095
12012737,1,4,,43,M,M,ENG,0,,,38321.33,,0.00,411005
12012957,1,4,,31,F,M,UG,3,,,32878.38,,32878.38,625010
12012744,1,4,,41,M,M,UG,0,,,32277.86,,32277.86,524001
12012745,1,5,,37,F,M,UG,0,,,1.50,,1.50,0
12012958,1,4,,33,M,M,UG,0,,,73613.04,,73613.04,506009
12012959,1,5,,48,M,M,UG,0,,,33764.14,,33764.14,639001
12012746,1,4,,26,M,M,UG,0,,,55020.99,,55020.99,500050
12013193,1,4,,34,M,M,UG,2,,,37532.40,,37532.40,380015
12012748,1,6,,49,M,M,UG,0,,,88005.96,,88005.96,395002
12012747,1,5,,38,M,M,UG,0,,,41435.76,5,41435.76,500034
12012749,4,4,,,,,,0,,,0.00,,0.00,400070
12012960,1,5,,39,F,M,POSTGRAD,0,,,83634.19,11,83634.19,635109
12012961,1,4,,41,M,M,UG,0,,,44073.54,,44073.54,500034
12012962,1,4,,33,M,M,UG,3,,,60472.19,,0.00,560095
12012750,1,4,,29,M,M,UG,0,,,56448.72,,56448.72,0
12012751,2,8,,,,,,0,,,0.00,,0.00,380015
12012753,1,4,,37,M,M,GRAD,0,,,70066.48,,70066.48,395002
12012755,1,5,,50,M,M,GRAD,0,,,112897.44,,112897.44,411005
12012754,1,4,,38,M,M,UG,0,,,91302.81,,91302.81,506009
12013194,1,4,,52,M,M,UG,0,,,60652.35,,60652.35,0
12012756,1,4,,46,F,M,POSTGRAD,0,,,92604.17,,92604.18,440010
12012964,1,5,,33,M,M,GRAD,0,,,186207.22,5,186207.22,395002
12012757,1,4,,36,F,M,OTHERS,0,,,1.50,,1.50,624003
12012759,1,4,,45,M,M,UG,0,,,116200.29,,116200.29,524001
12012760,1,4,,37,M,M,GRAD,4,,,105690.47,,105690.47,110001
12012761,1,5,,51,M,M,ENG,0,,,501135.54,10,501135.54,422007
12012965,1,4,,34,M,M,UG,3,,,45014.85,,45014.85,520003
12012762,1,4,,44,F,M,UG,0,,,130627.75,,130627.75,524001
12012966,1,5,,40,M,M,UG,0,,,45038.87,18,45038.87,395002
12012764,1,4,,48,M,M,GRAD,0,,,81082.57,,81082.57,400070
12012967,1,4,,35,M,M,UG,0,,,45286.59,,45286.59,500034
12012968,1,4,,44,M,M,UG,0,,,63874.13,,63874.13,500034
12012765,1,4,,45,M,M,UG,0,,,127610.14,,127610.14,632007
12012766,1,5,,55,M,M,UG,0,,,103286.15,0,103286.15,440010
12013507,1,4,,35,M,M,UG,0,,,63030.40,,63030.40,517501
12012969,1,4,,40,M,M,UG,3,,,38283.04,,38283.04,622001
12012970,1,4,,54,M,M,GRAD,0,,,59775.59,,59775.59,530016
12013195,1,4,,42,M,M,GRAD,0,,,75118.84,,75118.84,530016
12012971,1,4,,43,M,M,UG,0,,,55547.94,,55547.94,560095
12012972,1,5,,54,M,M,GRAD,0,,,82571.27,17,82571.27,400070
12012973,1,4,,51,M,M,UG,3,,,40455.91,,40455.91,520003
12012768,1,5,,21,M,S,GRAD,0,,,50293.41,2,50293.41,395002
12012770,1,5,,35,M,M,UG,0,,,34529.80,5,34529.80,395002
12012769,1,4,,38,M,M,GRAD,0,,,151012.22,,151012.22,560095
12012974,1,5,,30,M,S,GRAD,0,,,33028.51,5,33028.51,395002
12012975,1,4,,55,F,M,GRAD,0,,,324496.57,,324496.58,110001
12012771,1,5,,28,M,M,POSTGRAD,0,,,138820.32,9,138820.32,400070
12012772,1,5,,26,M,S,GRAD,0,,,115614.79,2,115614.79,560095
12012976,1,5,,50,M,M,UG,0,,,45038.87,0,45038.87,395002
12012775,1,4,,46,M,M,UG,0,,,45038.87,,45038.87,395002
12012776,1,4,,34,M,S,UG,0,,,81460.31,,81460.31,605005
12012777,1,6,,41,M,M,DOCTRATE,0,,,192916.51,,192916.51,606601
12013196,1,5,,52,M,M,UG,0,,OTH,72039.68,0,72039.68,500034
12012778,1,4,,31,M,M,GRAD,0,,,126108.85,,126108.85,605005
12012779,1,5,,34,M,M,GRAD,0,,,114325.18,0,114325.18,606601
12012780,1,4,,25,M,S,UG,0,,,69124.16,,69124.16,360001
12012781,1,5,,22,M,M,UG,0,,,39484.08,4,39484.08,395002
12012977,1,4,,30,M,M,UG,0,,,65834.82,,65834.82,500034
12013197,1,4,,55,M,M,UG,0,,,78818.03,,78818.03,395002
12012978,1,4,,43,M,M,UG,0,,,58589.57,,58589.57,605005
12012773,1,4,,41,M,M,GRAD,0,,,147220.07,,147220.07,613009
12012782,1,4,,34,M,M,UG,0,,,81069.97,,81069.97,636004
12012980,1,5,,34,M,M,POSTGRAD,0,,ASTM,40534.99,0,40534.99,530016
12012783,1,4,,34,M,M,UG,0,,,43160.75,,43160.75,360001
12012981,1,4,,35,M,M,GRAD,0,,,67104.42,,67104.42,110001
12012982,1,5,,34,M,M,UG,0,,,45504.28,0,45504.28,500034
12012983,1,5,,46,M,M,UG,0,,,37532.40,0,37532.40,500050
12012774,1,5,,36,M,M,GRAD,0,,,64555.72,4,64555.72,600053
12012784,1,4,,30,M,S,UG,1,,,67558.31,,67558.31,602001
12012785,1,5,,47,M,M,POSTGRAD,0,,,52702.99,,52702.99,628002
12012786,1,4,,40,M,M,GRAD,0,,,110919.37,,110919.36,411005
12012787,1,5,,25,M,S,POSTGRAD,0,,SROF,36143.70,2,36143.70,500034
12013198,4,8,,,,,,0,,,0.00,,0.00,380015
12012984,1,5,,41,M,M,UG,0,,,26975.28,,26975.28,606601
12012788,1,5,,54,F,M,UG,0,,,42028.78,,42028.78,628002
12012789,1,4,,47,M,M,UG,0,,,40251.99,,40251.99,422007
12012986,1,4,,63,M,M,POSTGRAD,0,,,506045.27,,506045.28,400070
12012987,1,4,,49,F,M,GRAD,0,,,306996.22,,306996.22,440010
12012791,1,4,,44,M,M,GRAD,0,,,622372.80,,622372.81,400070
12012989,1,4,,35,M,M,GRAD,0,,,60051.83,,60051.83,400070
12012792,1,5,,28,M,S,GRAD,0,,,38048.84,0,38048.84,602001
12012990,1,5,,34,F,M,UG,0,,,24020.73,,24020.73,0
12012793,1,4,,43,M,M,UG,0,,,95032.02,,95032.02,600053
12012795,1,5,,43,M,M,POSTGRAD,0,,MGR,50803.85,1,50803.85,380015
12012797,1,4,,55,M,M,UG,0,,,35624.50,,35624.50,440010
12012991,1,4,,46,M,M,OTHERS,0,,,50893.93,,0.00,641002
12012796,1,5,,29,M,M,UG,0,,,25522.03,,25522.03,0
12012988,1,4,,45,F,M,null,,,,1.50,,1.50,624003
12012800,1,5,,31,M,M,UG,0,,,36031.10,,36031.10,639001
12012992,1,4,,61,M,M,UG,0,,,57703.91,,57703.90,440010
12012798,1,4,,37,M,M,UG,0,,,133615.33,,133615.33,641601
12012993,1,5,,40,M,M,GRAD,0,,,43387.45,0,43387.45,411005
12012801,1,5,,48,F,M,UG,0,,,82691.37,0,82691.37,613009
12012803,1,4,,32,M,M,GRAD,0,,,90302.94,,90302.94,524001
12012994,1,5,,53,M,M,UG,0,,,22519.44,,22519.44,627005
12012804,1,4,,55,M,M,UG,0,,,74088.95,,74088.95,605005
12012805,3,4,,31,M,M,UG,0,,,58421.42,,58421.42,360001
12012806,2,4,,,,,,0,,,0.00,,0.00,422007
12012995,1,5,,48,M,M,UG,0,,,38550.27,19,38550.27,605005
12012809,1,5,,46,M,M,OTHERS,0,,,44669.56,,44669.56,625010
12012808,1,4,,52,M,M,UG,0,,,67558.31,,67558.31,380015
12013199,1,5,,50,M,M,GRAD,3,,,32870.87,,32870.87,620017
12013200,1,4,,35,M,M,UG,0,,,64072.74,,64072.74,500034
12013201,1,4,,47,M,M,UG,3,,,154863.17,,154863.17,622001
12012996,1,5,,54,M,M,UG,0,,,101912.46,0,101912.46,533101
12012810,1,4,,52,M,M,UG,0,,,338163.01,,338163.00,400070
12012811,1,4,,56,F,M,PRF,0,,,72232.60,,72232.60,411005
12012997,1,5,,48,F,M,UG,0,,,1.50,,1.50,0
12012998,1,4,,37,M,M,null,0,,,84773.16,,84773.16,533101
12012999,1,4,,38,M,M,UG,4,,,71284.15,,71284.15,380015
12013202,1,4,,46,F,M,UG,0,,,44883.99,,44883.99,635109
12013000,1,5,,41,M,M,GRAD,2,,,61532.11,,61532.11,534006
12013001,1,5,,32,F,M,GRAD,0,,,55747.62,0,55747.62,530016
12012814,1,4,,29,M,M,UG,3,,,98334.87,,98334.87,520003
12013002,1,4,,48,M,M,UG,0,,,170723.98,,170723.98,440010
12013003,1,4,,49,M,M,UG,3,,,60686.13,,60686.13,380015
12012985,1,4,,50,M,M,UG,0,,,88864.70,,88864.70,603001
12013004,1,4,,38,M,M,UG,0,,,70560.90,,70560.90,524001
12013204,1,5,,25,M,S,GRAD,0,,,50584.66,,50584.66,110001
12013005,1,4,,51,M,M,OTHERS,0,,,152150.70,,152150.70,302001
12013006,1,4,,37,F,M,GRAD,0,,,98737.60,,98737.60,500050
12013203,1,4,,45,M,M,UG,0,,,47106.41,,47106.41,411005
12013007,1,4,,55,M,M,,1,,,43162.25,,43162.25,624003
12012816,1,4,,55,M,M,UG,0,,,37682.52,,37682.52,517501
12012743,1,5,,27,M,M,UG,0,,,30070.95,5,30070.95,603001
12013008,1,4,,56,M,M,UG,0,,,88448.84,,88448.84,627005
